VarName;TimeString;VarValue;Validity;Time_ms
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525150.8565
rTemperatureIn;04.05.2025 12:36;15;1;45781525150.8565
rTemperatureOut;04.05.2025 12:36;30.00341;1;45781525150.8565
rFlow;04.05.2025 12:36;9.017882;1;45781525162.5116
rPower;04.05.2025 12:36;80;1;45781525162.5116
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525162.5116
rTemperatureIn;04.05.2025 12:36;15;1;45781525162.5116
rTemperatureOut;04.05.2025 12:36;30.0034;1;45781525162.5116
rFlow;04.05.2025 12:36;9.017887;1;45781525174.1435
rPower;04.05.2025 12:36;80;1;45781525174.1435
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525174.1435
rTemperatureIn;04.05.2025 12:36;15;1;45781525174.1435
rTemperatureOut;04.05.2025 12:36;30.00338;1;45781525174.1435
rFlow;04.05.2025 12:36;9.017892;1;45781525185.7755
rPower;04.05.2025 12:36;80;1;45781525185.7755
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525185.7755
rTemperatureIn;04.05.2025 12:36;15;1;45781525185.7755
rTemperatureOut;04.05.2025 12:36;30.00337;1;45781525185.7755
rFlow;04.05.2025 12:36;9.017897;1;45781525197.4421
rPower;04.05.2025 12:36;80;1;45781525197.4421
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525197.4421
rTemperatureIn;04.05.2025 12:36;15;1;45781525197.4421
rTemperatureOut;04.05.2025 12:36;30.00337;1;45781525197.4421
rFlow;04.05.2025 12:36;9.017902;1;45781525209.0741
rPower;04.05.2025 12:36;80;1;45781525209.0741
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525209.0741
rTemperatureIn;04.05.2025 12:36;15;1;45781525209.0741
rTemperatureOut;04.05.2025 12:36;30.00336;1;45781525209.0741
rFlow;04.05.2025 12:36;9.017906;1;45781525220.7292
rPower;04.05.2025 12:36;80;1;45781525220.7292
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525220.7292
rTemperatureIn;04.05.2025 12:36;15;1;45781525220.7292
rTemperatureOut;04.05.2025 12:36;30.00335;1;45781525220.7292
rFlow;04.05.2025 12:36;9.017911;1;45781525232.3727
rPower;04.05.2025 12:36;80;1;45781525232.3727
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525232.3727
rTemperatureIn;04.05.2025 12:36;15;1;45781525232.3727
rTemperatureOut;04.05.2025 12:36;30.00334;1;45781525232.3727
rFlow;04.05.2025 12:36;9.017917;1;45781525244.0278
rPower;04.05.2025 12:36;80;1;45781525244.0278
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525244.0278
rTemperatureIn;04.05.2025 12:36;15;1;45781525244.0278
rTemperatureOut;04.05.2025 12:36;30.00334;1;45781525244.0278
rFlow;04.05.2025 12:36;9.017922;1;45781525255.6597
rPower;04.05.2025 12:36;80;1;45781525255.6597
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525255.6597
rTemperatureIn;04.05.2025 12:36;15;1;45781525255.6597
rTemperatureOut;04.05.2025 12:36;30.00333;1;45781525255.6597
rFlow;04.05.2025 12:36;9.017927;1;45781525267.3032
rPower;04.05.2025 12:36;80;1;45781525267.3032
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525267.3032
rTemperatureIn;04.05.2025 12:36;15;1;45781525267.3032
rTemperatureOut;04.05.2025 12:36;30.00331;1;45781525267.3032
rFlow;04.05.2025 12:36;9.017932;1;45781525278.9468
rPower;04.05.2025 12:36;80;1;45781525278.9468
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525278.9468
rTemperatureIn;04.05.2025 12:36;15;1;45781525278.9468
rTemperatureOut;04.05.2025 12:36;30.00331;1;45781525278.9468
rFlow;04.05.2025 12:36;9.017936;1;45781525290.6019
rPower;04.05.2025 12:36;80;1;45781525290.6019
rTemperatureSetpoint;04.05.2025 12:36;30;1;45781525290.6019
rTemperatureIn;04.05.2025 12:36;15;1;45781525290.6019
rTemperatureOut;04.05.2025 12:36;30.00331;1;45781525290.6019
rFlow;04.05.2025 12:36;9.017941;1;45781525302.2454
