"VarName";"TimeString";"VarValue";"Validity";"Time_ms"
"Temperature_Setpoint";"01.05.2025 22:03:29";50;1;45778919088.3565
"Temperature_In";"01.05.2025 22:03:29";15;1;45778919088.3565
"Temperature_Out";"01.05.2025 22:03:29";47.4237;1;45778919088.3565
"OR";"01.05.2025 22:03:30";20.68543;1;45778919100
"Power";"01.05.2025 22:03:30";50;1;45778919100
"Temperature_Setpoint";"01.05.2025 22:03:30";50;1;45778919100
"Temperature_In";"01.05.2025 22:03:30";15;1;45778919100
"Temperature_Out";"01.05.2025 22:03:30";47.49406;1;45778919100
"OR";"01.05.2025 22:03:31";20.68543;1;45778919111.7708
"Power";"01.05.2025 22:03:31";50;1;45778919111.7708
"Temperature_Setpoint";"01.05.2025 22:03:31";50;1;45778919111.7708
"Temperature_In";"01.05.2025 22:03:31";15;1;45778919111.7708
"Temperature_Out";"01.05.2025 22:03:31";47.56251;1;45778919111.7708
"OR";"01.05.2025 22:03:32";20.69168;1;45778919123.4144
"Power";"01.05.2025 22:03:32";50;1;45778919123.4144
"Temperature_Setpoint";"01.05.2025 22:03:32";50;1;45778919123.4144
"Temperature_In";"01.05.2025 22:03:32";15;1;45778919123.4144
"Temperature_Out";"01.05.2025 22:03:32";47.62902;1;45778919123.4144
"OR";"01.05.2025 22:03:33";20.7065;1;45778919135.0463
"Power";"01.05.2025 22:03:33";50;1;45778919135.0463
"Temperature_Setpoint";"01.05.2025 22:03:33";50;1;45778919135.0463
"Temperature_In";"01.05.2025 22:03:33";15;1;45778919135.0463
"Temperature_Out";"01.05.2025 22:03:33";47.70062;1;45778919135.0463
"OR";"01.05.2025 22:03:34";20.69786;1;45778919146.6782
"Power";"01.05.2025 22:03:34";50;1;45778919146.6782
"Temperature_Setpoint";"01.05.2025 22:03:34";50;1;45778919146.6782
"Temperature_In";"01.05.2025 22:03:34";15;1;45778919146.6782
"Temperature_Out";"01.05.2025 22:03:34";47.76978;1;45778919146.6782
"OR";"01.05.2025 22:03:35";20.69786;1;45778919158.3218
